"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.114082044E2,-4.898975138E-3,-5.117310211E-4,-3.300729096E-1,3.301096598E-1
1.114181274E2,-4.024126567E-3,-1.279519871E-3,-3.313653469E-1,3.313922508E-1
1.114280494E2,-4.649207927E-3,-4.710479639E-3,-3.304132819E-1,3.304795616E-1
1.114379724E2,-7.465234492E-3,-1.130286884E-2,-3.291474879E-1,3.294260969E-1
1.114478944E2,-5.802025087E-3,-1.088413596E-2,-3.288281560E-1,3.290593929E-1
1.114578174E2,-5.119456910E-3,-1.157442760E-2,-3.279189467E-1,3.281630873E-1
1.114677394E2,-5.770049058E-3,-1.529472601E-2,-3.292446733E-1,3.296502343E-1
1.114776624E2,-5.094138905E-3,-1.569260284E-2,-3.290124536E-1,3.294258682E-1
1.114875844E2,-8.656107821E-3,-1.722158678E-2,-3.276896477E-1,3.282560227E-1
1.114975074E2,-6.216385402E-3,-2.209357359E-2,-3.286255002E-1,3.294259990E-1
1.115074294E2,-9.015028365E-3,-2.289489470E-2,-3.277405202E-1,3.286628904E-1
1.115173524E2,-3.750224598E-3,-2.195453271E-2,-3.287146986E-1,3.294683881E-1
1.115272744E2,-5.623906385E-3,-2.522174083E-2,-3.292007446E-1,3.302134080E-1
1.115371974E2,-2.464864403E-3,-2.406939119E-2,-3.293464184E-1,3.302339693E-1
1.115471194E2,-3.888984444E-3,-2.365170047E-2,-3.276470602E-1,3.285226372E-1
1.115570424E2,-3.381119808E-3,-2.521444485E-2,-3.283831477E-1,3.293671081E-1
1.115669644E2,-3.018067917E-3,-2.334136516E-2,-3.266630173E-1,3.275097784E-1
1.115768874E2,-7.151559927E-3,-2.443938702E-2,-3.257596791E-1,3.267534192E-1
1.115868094E2,-3.423207207E-3,-2.440504730E-2,-3.271338642E-1,3.280608019E-1
1.115967324E2,-6.123918574E-3,-2.521438152E-2,-3.268755376E-1,3.279037733E-1
1.116066544E2,-4.431856796E-3,-2.387191355E-2,-3.248866796E-1,3.257926706E-1
1.116165774E2,-3.749288619E-3,-2.374408394E-2,-3.294090033E-1,3.302849226E-1
1.116264994E2,-2.193993190E-3,-2.514523640E-2,-3.246115744E-1,3.255914169E-1
1.116364224E2,-2.296791179E-3,-2.324693650E-2,-3.258270323E-1,3.266633593E-1
1.116463444E2,-7.477223990E-4,-2.172215097E-2,-3.237633705E-1,3.244921124E-1
1.116562674E2,7.918913616E-5,-1.824486256E-2,-3.261937499E-1,3.267036023E-1
1.116661894E2,-1.447373070E-3,-2.094532736E-2,-3.253239691E-1,3.260007462E-1
1.116761124E2,1.333766151E-3,-2.046569251E-2,-3.268302679E-1,3.274731249E-1
1.116860344E2,1.072593732E-3,-1.430636179E-2,-3.246035874E-1,3.249204693E-1
1.116959574E2,5.135962274E-4,-1.621291786E-2,-3.245742917E-1,3.249793737E-1
1.117058794E2,2.522807335E-5,-1.316400524E-2,-3.247828186E-1,3.250494899E-1
1.117158024E2,3.928889520E-3,-1.182949543E-2,-3.262571394E-1,3.264951672E-1
1.117257244E2,3.736553947E-3,-8.641039953E-3,-3.235500455E-1,3.236869805E-1
1.117356474E2,6.141121965E-3,-9.932672605E-3,-3.257386386E-1,3.259478978E-1
1.117455694E2,4.273905419E-3,-7.227184251E-3,-3.255032003E-1,3.256114738E-1
1.117554924E2,6.132791750E-3,-7.559546269E-3,-3.271549046E-1,3.272996937E-1
1.117654144E2,1.440716791E-3,-3.880618140E-3,-3.246123791E-1,3.246387708E-1
1.117753368E2,4.690838512E-3,-2.940788865E-3,-3.221209943E-1,3.221685695E-1
1.117852588E2,1.029202947E-3,-2.210963517E-3,-3.239276707E-1,3.239368511E-1
1.117951817E2,5.034064408E-3,1.752353273E-3,-3.245244920E-1,3.245682647E-1
1.118051038E2,4.066116177E-3,2.801666968E-3,-3.243836164E-1,3.244211973E-1
1.118150268E2,5.071992055E-3,2.261578105E-3,-3.242089152E-1,3.242564734E-1
1.118249498E2,6.805177312E-3,2.814183943E-3,-3.243167698E-1,3.244003657E-1
1.118348718E2,6.255794782E-3,6.332295947E-3,-3.261993527E-1,3.263207788E-1
1.118447938E2,5.318223499E-3,6.405959837E-3,-3.271426558E-1,3.272485861E-1
1.118547168E2,9.124680422E-3,6.544710137E-3,-3.228475153E-1,3.230427389E-1
1.118646388E2,4.877893720E-3,8.407569490E-3,-3.242789507E-1,3.244245967E-1
1.118745618E2,6.534646265E-3,1.096526999E-2,-3.248595297E-1,3.251102164E-1
1.118844838E2,8.773665875E-3,1.271824818E-2,-3.248983920E-1,3.252655779E-1
1.118944067E2,6.800263654E-3,1.237922814E-2,-3.228206038E-1,3.231294340E-1
1.119043288E2,9.388202801E-3,1.310950611E-2,-3.235002756E-1,3.239018768E-1
1.119142518E2,6.551935803E-3,1.420592982E-2,-3.250632882E-1,3.254395146E-1
1.119241737E2,7.224065252E-3,1.256713923E-2,-3.251207769E-1,3.254437581E-1
1.119340968E2,7.453097031E-3,1.680529118E-2,-3.233750761E-1,3.238972156E-1
1.119440188E2,1.024972834E-2,1.542013045E-2,-3.221170008E-1,3.226487247E-1
1.119539417E2,4.666943569E-3,1.709925383E-2,-3.221156597E-1,3.226029496E-1
1.119638638E2,7.439248264E-3,1.824419945E-2,-3.226179481E-1,3.232190181E-1
1.119737868E2,9.974843822E-3,1.747268066E-2,-3.237181008E-1,3.243427213E-1
1.119837087E2,9.672878310E-3,1.626121998E-2,-3.206005991E-1,3.211584281E-1
1.119936318E2,7.922115736E-3,1.908443868E-2,-3.209303021E-1,3.215948298E-1
1.120035548E2,8.760120720E-3,2.073756605E-2,-3.226533532E-1,3.234377416E-1
1.120134767E2,7.821356878E-3,1.869199425E-2,-3.210344315E-1,3.216732355E-1
1.120233988E2,6.466726307E-3,2.012740821E-2,-3.187718093E-1,3.194720607E-1
1.120333218E2,9.106718004E-3,1.939903572E-2,-3.199792802E-1,3.206961095E-1
1.120432437E2,7.466880605E-3,1.986357942E-2,-3.197608888E-1,3.204642603E-1
1.120531668E2,3.552566515E-3,2.066465840E-2,-3.237441778E-1,3.244224738E-1
1.120630898E2,6.803331897E-3,1.854375377E-2,-3.200783432E-1,3.206872337E-1
1.120730117E2,5.006496795E-3,2.180159837E-2,-3.198402524E-1,3.206215242E-1
1.120829348E2,3.074152628E-3,1.993280649E-2,-3.193262815E-1,3.199625623E-1
1.120928568E2,1.600625692E-3,1.924757659E-2,-3.176479340E-1,3.182345694E-1
1.121027787E2,2.245487180E-3,1.652903855E-2,-3.200013936E-1,3.204358644E-1
1.121127018E2,9.378750110E-4,1.491489541E-2,-3.200290799E-1,3.203778171E-1
1.121226248E2,-3.080253373E-4,1.350900996E-2,-3.208365440E-1,3.211209682E-1
1.121325467E2,-1.761578722E-3,1.335108373E-2,-3.183283806E-1,3.186131078E-1
1.121424688E2,1.067644684E-3,7.842094637E-3,-3.191515803E-1,3.192496978E-1
1.121523918E2,1.432764111E-3,8.877265267E-3,-3.198796809E-1,3.200060451E-1
1.121623137E2,-3.493625205E-3,6.263083778E-3,-3.190032244E-1,3.190838272E-1
1.121722368E2,-6.666936679E-5,2.876342274E-3,-3.185310364E-1,3.185440298E-1
1.121821598E2,-4.296788480E-3,9.289858863E-4,-3.200794160E-1,3.201096031E-1
1.121920817E2,-4.620895255E-3,8.437642828E-4,-3.184679449E-1,3.185025848E-1
1.122020048E2,-3.618867835E-3,-1.262494363E-3,-3.185068071E-1,3.185298671E-1
1.122119268E2,-5.878027063E-3,-4.654829390E-3,-3.179965615E-1,3.180849443E-1
1.122218487E2,-7.374989800E-3,-5.803184584E-3,-3.199659586E-1,3.201035490E-1
1.122317718E2,-6.882837974E-3,-8.751835674E-3,-3.189235926E-1,3.191178873E-1
1.122416938E2,-5.628194660E-3,-1.158456597E-2,-3.188439608E-1,3.191039800E-1
1.122516167E2,-7.266571745E-3,-1.221040916E-2,-3.175587356E-1,3.178764661E-1
1.122615388E2,-7.161368150E-3,-1.690189913E-2,-3.179182708E-1,3.184477764E-1
1.122714618E2,-1.158514433E-2,-1.667419821E-2,-3.179645836E-1,3.186121795E-1
1.122813837E2,-7.027952000E-3,-1.786030456E-2,-3.177888393E-1,3.183679145E-1
1.122913068E2,-1.008286420E-2,-2.105316892E-2,-3.173965514E-1,3.182537838E-1
1.123012288E2,-1.279334631E-2,-2.201141976E-2,-3.189465106E-1,3.199610115E-1
1.123111518E2,-1.379735861E-2,-2.087558061E-2,-3.172913492E-1,3.182765421E-1
1.123210738E2,-1.134385262E-2,-2.381659299E-2,-3.142681420E-1,3.153733948E-1
1.123309968E2,-1.380754262E-2,-2.627548948E-2,-3.179976046E-1,3.193799088E-1
1.123409188E2,-1.342032850E-2,-2.762136795E-2,-3.181110620E-1,3.195898825E-1
1.123508417E2,-1.528001390E-2,-2.758035436E-2,-3.152793348E-1,3.168520376E-1
1.123607648E2,-1.519022882E-2,-2.714973316E-2,-3.187172115E-1,3.202319659E-1
1.123706868E2,-1.886938512E-2,-2.772604115E-2,-3.180141449E-1,3.197777094E-1
1.123806087E2,-2.171085961E-2,-2.826030180E-2,-3.169488609E-1,3.189460558E-1
1.123905318E2,-2.013719641E-2,-2.608103678E-2,-3.179259896E-1,3.196289443E-1
1.124004538E2,-1.899747364E-2,-2.537959442E-2,-3.190405071E-1,3.206117168E-1
1.124103767E2,-2.157568000E-2,-2.794581652E-2,-3.167677820E-1,3.187292053E-1
1.124202988E2,-2.300531231E-2,-2.487327158E-2,-3.153288662E-1,3.171438442E-1
1.124302218E2,-2.071472630E-2,-2.579738945E-2,-3.178088069E-1,3.195262789E-1
1.124401437E2,-2.238125913E-2,-2.367616072E-2,-3.143229783E-1,3.160069873E-1
1.124500668E2,-2.277141064E-2,-2.414807305E-2,-3.156095743E-1,3.173500748E-1
1.124599888E2,-2.541275322E-2,-2.094682679E-2,-3.168849647E-1,3.185916798E-1
1.124699117E2,-2.159457840E-2,-2.230424061E-2,-3.157698810E-1,3.172923301E-1
1.124798338E2,-2.354279347E-2,-1.852389798E-2,-3.158753514E-1,3.172926655E-1
1.124897568E2,-2.188524231E-2,-1.559415460E-2,-3.143126070E-1,3.154592786E-1
1.124996787E2,-2.158899605E-2,-1.687558927E-2,-3.149501681E-1,3.161399669E-1
1.125096018E2,-2.044410259E-2,-1.473440789E-2,-3.171302378E-1,3.181299292E-1
1.125195238E2,-1.842541806E-2,-9.277654812E-3,-3.153291345E-1,3.160032183E-1
1.125294467E2,-1.900412329E-2,-6.923685782E-3,-3.138556182E-1,3.145066664E-1
1.125393688E2,-1.579731889E-2,-6.276641972E-3,-3.179547489E-1,3.184088156E-1
1.125492918E2,-1.706658117E-2,-3.733057529E-3,-3.151126206E-1,3.155965265E-1
1.125592137E2,-1.234420016E-2,-1.985934563E-3,-3.166697621E-1,3.169164897E-1
1.125691368E2,-1.251650695E-2,-1.195241697E-3,-3.158833385E-1,3.161334767E-1
1.125790588E2,-1.070565730E-2,1.449708827E-3,-3.141956925E-1,3.143813703E-1
1.125889817E2,-1.177917793E-2,6.112105213E-3,-3.145032823E-1,3.147831340E-1
1.125989038E2,-8.291612379E-3,6.733675487E-3,-3.156764209E-1,3.158570815E-1
1.126088268E2,-7.369094063E-3,9.057550691E-3,-3.120648861E-1,3.122832623E-1
1.126187487E2,-8.773985319E-3,1.000427548E-2,-3.151014447E-1,3.153822899E-1
1.126286718E2,-4.705206957E-3,1.540356968E-2,-3.133043349E-1,3.137180505E-1
1.126385938E2,-4.114076961E-3,1.555387396E-2,-3.116148114E-1,3.120298693E-1
1.126485167E2,-4.909296986E-3,1.889986917E-2,-3.148849308E-1,3.154898191E-1
1.126584388E2,-8.643232868E-4,1.928169280E-2,-3.125879467E-1,3.131832612E-1
1.126683618E2,-3.914441913E-3,2.278401330E-2,-3.149712086E-1,3.158184547E-1
1.126782837E2,-1.678974833E-3,2.235249802E-2,-3.135272264E-1,3.143274962E-1
1.126882068E2,-1.718922285E-3,2.641621605E-2,-3.145432472E-1,3.156552321E-1
1.126981288E2,-1.408746466E-3,2.661787346E-2,-3.101058602E-1,3.112493218E-1
1.127080517E2,-3.254316980E-3,2.939901501E-2,-3.124979138E-1,3.138946301E-1
1.127179738E2,1.234679949E-3,3.014834970E-2,-3.124158978E-1,3.138696237E-1
1.127278968E2,9.696954512E-4,3.261284158E-2,-3.133586645E-1,3.150526787E-1
1.127378187E2,5.754183047E-3,2.923670784E-2,-3.133149743E-1,3.147287226E-1
1.127477418E2,5.517960526E-3,2.963138744E-2,-3.138310909E-1,3.152751507E-1
1.127576638E2,8.786669001E-3,3.052952141E-2,-3.128862083E-1,3.144948912E-1
1.127675868E2,1.055181213E-2,2.702720091E-2,-3.121999204E-1,3.135452131E-1
1.127775089E2,1.485501323E-2,2.523124963E-2,-3.126025796E-1,3.139707951E-1
1.127874319E2,2.068733610E-2,2.587440237E-2,-3.125485182E-1,3.142992631E-1
1.127973539E2,2.111803368E-2,2.014842257E-2,-3.112555742E-1,3.126211170E-1
1.128072769E2,2.480225079E-2,1.964135468E-2,-3.117623627E-1,3.133635353E-1
1.128171989E2,3.028335795E-2,1.406378392E-2,-3.128284216E-1,3.146052974E-1
1.128271219E2,3.160827979E-2,1.541799959E-2,-3.135527968E-1,3.155188655E-1
1.128370439E2,3.366047516E-2,1.173350681E-2,-3.103652596E-1,3.124056612E-1
1.128469669E2,3.339629248E-2,1.253511664E-2,-3.125863373E-1,3.146150978E-1
1.128568889E2,3.486902639E-2,9.150176309E-3,-3.119951189E-1,3.140708979E-1
1.128668119E2,3.352785856E-2,5.413762294E-3,-3.103410304E-1,3.121938200E-1
1.128767339E2,3.199302405E-2,5.391505547E-3,-3.130819499E-1,3.147585254E-1
1.128866569E2,3.460744768E-2,4.361928441E-3,-3.084347546E-1,3.104008694E-1
1.128965789E2,3.423916176E-2,1.206989400E-3,-3.112888634E-1,3.131685385E-1
1.129065019E2,3.514463454E-2,3.388383426E-3,-3.128318787E-1,3.148180598E-1
1.129164239E2,3.363742679E-2,-1.599103212E-3,-3.109258711E-1,3.127441941E-1
1.129263469E2,3.405953571E-2,-1.461684704E-3,-3.107351661E-1,3.125996352E-1
1.129362689E2,3.470982611E-2,-1.849329099E-3,-3.087183535E-1,3.106689779E-1
1.129461919E2,3.407945484E-2,-6.908269599E-3,-3.118587732E-1,3.137913764E-1
1.129561139E2,3.067334369E-2,-3.542538732E-3,-3.087268770E-1,3.102671239E-1
1.129660369E2,3.246644884E-2,-6.338325329E-3,-3.096605837E-1,3.114224170E-1
1.129759589E2,2.675275132E-2,-6.927669980E-3,-3.086419404E-1,3.098766685E-1
1.129858819E2,3.019568510E-2,-8.847009391E-3,-3.101535439E-1,3.117455209E-1
1.129958039E2,2.908286825E-2,-7.766857743E-3,-3.107649982E-1,3.122195084E-1
1.130057269E2,2.613235079E-2,-9.265152737E-3,-3.089410067E-1,3.101826694E-1
1.130156489E2,2.243683860E-2,-1.102553867E-2,-3.093766868E-1,3.103850972E-1
1.130255719E2,2.263844013E-2,-1.305460185E-2,-3.105652630E-1,3.116628053E-1
1.130354939E2,1.961745135E-2,-1.327422261E-2,-3.097868264E-1,3.106910478E-1
1.130454169E2,2.124970220E-2,-1.215862483E-2,-3.107482195E-1,3.117111450E-1
1.130553389E2,1.850613207E-2,-1.234357618E-2,-3.092832267E-1,3.100821748E-1
1.130652619E2,1.623046026E-2,-1.499155723E-2,-3.126683533E-1,3.134480400E-1
1.130751839E2,1.882195659E-2,-1.358573791E-2,-3.100699186E-1,3.109376027E-1
1.130851069E2,1.292651705E-2,-1.607526094E-2,-3.093101084E-1,3.099971807E-1
1.130950289E2,1.543817203E-2,-1.676094905E-2,-3.082347512E-1,3.090759266E-1
1.131049519E2,1.386024896E-2,-1.767787524E-2,-3.112038970E-1,3.120135883E-1
1.131148739E2,9.480855428E-3,-1.948286593E-2,-3.101463616E-1,3.109022906E-1
1.131247969E2,1.106410474E-2,-1.739201695E-2,-3.082001209E-1,3.088886712E-1
1.131347189E2,8.672830649E-3,-1.822648570E-2,-3.074887991E-1,3.081505871E-1
1.131446419E2,7.895188406E-3,-2.062839083E-2,-3.077058196E-1,3.084975461E-1
1.131545639E2,4.773782101E-3,-1.953204349E-2,-3.100342453E-1,3.106855693E-1
1.131644869E2,4.624378867E-3,-1.806837134E-2,-3.078698814E-1,3.084342957E-1
1.131744089E2,3.401611466E-3,-1.811341569E-2,-3.082866669E-1,3.088370699E-1
1.131843319E2,-1.013376750E-3,-1.730940677E-2,-3.082254231E-1,3.087127369E-1
1.131942539E2,-1.842722297E-3,-1.768652163E-2,-3.101751208E-1,3.106844287E-1
1.132041769E2,-4.365534522E-3,-1.625587232E-2,-3.080139458E-1,3.084735031E-1
1.132140989E2,-6.227093749E-3,-1.733891480E-2,-3.103404939E-1,3.108868553E-1
1.132240219E2,-9.842867032E-3,-1.738472097E-2,-3.074496388E-1,3.080980217E-1
1.132339439E2,-8.722079918E-3,-1.771637797E-2,-3.110741973E-1,3.117003384E-1
1.132438669E2,-6.232823711E-3,-1.502631791E-2,-3.081527054E-1,3.085818014E-1
1.132537889E2,-1.227582060E-2,-1.628693193E-2,-3.080757558E-1,3.087501113E-1
1.132637119E2,-1.277356595E-2,-1.491007768E-2,-3.116182685E-1,3.122361601E-1
1.132736339E2,-1.415931061E-2,-1.346218772E-2,-3.072357774E-1,3.078563618E-1
1.132835569E2,-1.663924567E-2,-1.479616575E-2,-3.073804080E-1,3.081858307E-1
1.132934789E2,-1.683330722E-2,-1.107473299E-2,-3.080041111E-1,3.086625056E-1
1.133034019E2,-1.692678407E-2,-1.027392037E-2,-3.073710799E-1,3.080081983E-1
1.133133239E2,-2.024521120E-2,-9.332641959E-3,-3.075028956E-1,3.083099051E-1
1.133232469E2,-2.431212366E-2,-6.054823287E-3,-3.077585697E-1,3.087767437E-1
1.133331689E2,-2.376623265E-2,-8.630521595E-3,-3.054671884E-1,3.065118642E-1
1.133430919E2,-2.209350094E-2,-6.430217065E-3,-3.076605499E-1,3.085198283E-1
1.133530139E2,-2.581666410E-2,-5.207383074E-3,-3.077894449E-1,3.089141618E-1
1.133629369E2,-2.669124492E-2,-3.632922657E-3,-3.089125156E-1,3.100847674E-1
1.133728589E2,-2.458447590E-2,-2.919845283E-3,-3.077793419E-1,3.087734530E-1
1.133827819E2,-2.564468049E-2,-3.317855299E-4,-3.079143465E-1,3.089805892E-1
1.133927039E2,-2.808114886E-2,-2.200674266E-3,-3.036857843E-1,3.049892613E-1
1.134026269E2,-2.904308401E-2,-4.227478057E-4,-3.073764145E-1,3.087457525E-1
1.134125489E2,-2.903782390E-2,2.122647129E-3,-3.079955876E-1,3.093686843E-1
1.134224719E2,-3.109192103E-2,2.131601796E-4,-3.106680810E-1,3.122201300E-1
1.134323939E2,-3.030219674E-2,3.967546858E-3,-3.102821708E-1,3.117835628E-1
1.134423169E2,-2.993095294E-2,4.865032621E-3,-3.074496388E-1,3.089414361E-1
1.134522389E2,-3.076934256E-2,6.651139818E-3,-3.088952005E-1,3.104951449E-1
1.134621619E2,-2.969316021E-2,7.731053047E-3,-3.055582643E-1,3.070949459E-1
1.134720839E2,-3.010309301E-2,8.213595487E-3,-3.077721596E-1,3.093499015E-1
1.134820069E2,-2.786337584E-2,8.120384999E-3,-3.069686592E-1,3.083375846E-1
1.134919289E2,-2.590762451E-2,9.906013496E-3,-3.083191514E-1,3.095642635E-1
1.135018519E2,-2.771750838E-2,1.243255381E-2,-3.080099523E-1,3.095043770E-1
1.135117739E2,-2.178487554E-2,1.442737971E-2,-3.044935167E-1,3.056125518E-1
1.135216969E2,-2.046022005E-2,1.426359545E-2,-3.083811998E-1,3.093881626E-1
1.135316189E2,-1.918477751E-2,1.592316478E-2,-3.079098165E-1,3.089175585E-1
1.135415419E2,-1.674345881E-2,1.751094311E-2,-3.032684624E-1,3.042346740E-1
1.135514639E2,-1.633194461E-2,1.849140972E-2,-3.065385818E-1,3.075297820E-1
1.135613869E2,-1.483045425E-2,1.799233258E-2,-3.066262007E-1,3.075114524E-1
1.135713089E2,-1.396908611E-2,1.918869466E-2,-3.057662547E-1,3.066860673E-1
1.135812319E2,-9.123197757E-3,2.165185288E-2,-3.066983521E-1,3.075970004E-1
1.135911539E2,-1.017973013E-2,2.186608687E-2,-3.056312203E-1,3.065814663E-1
1.136010769E2,-7.873432711E-3,2.342563495E-2,-3.036919236E-1,3.046958086E-1
1.136109989E2,-6.461579818E-3,2.480278537E-2,-3.065228462E-1,3.075925640E-1
1.136209219E2,-4.763281904E-3,2.313112095E-2,-3.055414855E-1,3.064528300E-1
1.136308439E2,1.093973289E-3,2.355420217E-2,-3.069761395E-1,3.078804110E-1
1.136407669E2,9.229982970E-4,2.500243112E-2,-3.055137992E-1,3.065365475E-1
1.136506889E2,4.739390686E-3,2.444631979E-2,-3.065247238E-1,3.075345357E-1
1.136606119E2,7.517067716E-3,2.550465986E-2,-3.042016327E-1,3.053614700E-1
1.136705339E2,8.424966596E-3,2.245754749E-2,-3.041449189E-1,3.050892545E-1
1.136804569E2,1.496702246E-2,2.472203225E-2,-3.066216707E-1,3.079805831E-1
1.136903789E2,1.571910828E-2,1.743848994E-2,-3.054208457E-1,3.063218639E-1
1.137003019E2,1.557263359E-2,1.746539026E-2,-3.057441413E-1,3.066382669E-1
1.137102239E2,1.896217652E-2,1.530142408E-2,-3.050762415E-1,3.060477264E-1
1.137201469E2,2.158459090E-2,1.384440903E-2,-3.054807484E-1,3.065551335E-1
1.137300689E2,2.469506115E-2,1.040829066E-2,-3.056898117E-1,3.068622485E-1
1.137399919E2,2.853720449E-2,6.985330023E-3,-3.035824597E-1,3.050007815E-1
1.137499139E2,2.702502534E-2,4.320290871E-3,-3.052032590E-1,3.064278809E-1
1.137598359E2,2.850121632E-2,3.022533841E-3,-3.037057519E-1,3.050551406E-1
1.137697589E2,2.944363467E-2,-3.036981449E-3,-3.056602478E-1,3.070901138E-1
1.137796807E2,2.787263505E-2,-9.250948206E-4,-3.049236238E-1,3.061962703E-1
1.137896038E2,2.833747678E-2,-7.356122136E-3,-3.065785170E-1,3.079732329E-1
1.137995258E2,2.914521284E-2,-6.832811050E-3,-3.047995269E-1,3.062660320E-1
1.138094487E2,2.753761970E-2,-8.918371052E-3,-3.035824597E-1,3.049592885E-1
1.138193718E2,2.488377877E-2,-1.166968327E-2,-3.036117554E-1,3.048532138E-1
1.138292938E2,2.458515577E-2,-1.256736554E-2,-3.032900393E-1,3.045442767E-1
1.138392157E2,2.319178917E-2,-1.754481345E-2,-3.063883781E-1,3.077653616E-1
1.138491388E2,2.155084349E-2,-1.693854295E-2,-3.029220104E-1,3.041596579E-1
1.138590608E2,2.002618276E-2,-1.922033913E-2,-3.020711243E-1,3.033437548E-1
1.138689837E2,1.856549457E-2,-1.835758984E-2,-3.024191856E-1,3.035441361E-1
1.138789058E2,1.788532361E-2,-2.204633504E-2,-3.021249175E-1,3.034557488E-1
1.138888288E2,1.287098415E-2,-2.393566445E-2,-3.012282252E-1,3.024516853E-1
1.138987507E2,1.201983821E-2,-2.239582315E-2,-3.036344051E-1,3.046964086E-1
1.139086738E2,1.311301161E-2,-2.456299402E-2,-3.022170663E-1,3.034970295E-1
1.139185958E2,1.242298633E-2,-2.502718195E-2,-3.042397201E-1,3.055200447E-1
1.139285187E2,9.347080253E-3,-2.673911117E-2,-3.032881916E-1,3.046080680E-1
1.139384408E2,8.039202541E-3,-2.962597832E-2,-3.042714298E-1,3.058160073E-1
1.139483638E2,6.994812749E-3,-2.717633173E-2,-3.031057417E-1,3.044019893E-1
1.139582857E2,4.124191590E-3,-2.958356217E-2,-3.040983081E-1,3.055617402E-1
1.139682088E2,2.653915202E-3,-2.746966109E-2,-3.039616942E-1,3.052119544E-1
1.139781308E2,1.646707533E-3,-2.796048112E-2,-3.026924431E-1,3.039855511E-1
1.139880537E2,-2.620991436E-4,-2.816125564E-2,-3.029494286E-1,3.042556183E-1
1.139979758E2,-4.885879811E-3,-2.886486426E-2,-3.049486578E-1,3.063506750E-1
1.140078988E2,-4.557529930E-3,-2.895368449E-2,-3.022660613E-1,3.036838138E-1
1.140178207E2,-7.013231050E-3,-3.179927170E-2,-3.039217591E-1,3.056612746E-1
1.140277438E2,-6.859329063E-3,-2.668099105E-2,-3.024452925E-1,3.036973504E-1
1.140376658E2,-8.530196734E-3,-2.588656917E-2,-3.015126586E-1,3.027420718E-1
1.140475887E2,-1.300436165E-2,-2.274978906E-2,-3.036746085E-1,3.048031072E-1
1.140575108E2,-1.512183994E-2,-2.192820422E-2,-3.019025326E-1,3.030753295E-1
1.140674338E2,-1.621370949E-2,-2.028308995E-2,-3.021805584E-1,3.032942103E-1
1.140773557E2,-1.814396866E-2,-2.061891370E-2,-3.043284118E-1,3.055652556E-1
1.140872788E2,-2.081014961E-2,-1.703287102E-2,-3.031116128E-1,3.043022031E-1
1.140972008E2,-2.255611867E-2,-2.181643993E-2,-3.024799228E-1,3.041033364E-1
1.141071238E2,-2.289066650E-2,-1.705699228E-2,-3.025465012E-1,3.038902910E-1
1.141170458E2,-2.252474800E-2,-1.708761789E-2,-3.016473949E-1,3.029694734E-1
1.141269688E2,-2.191699669E-2,-1.368049625E-2,-3.006433845E-1,3.017514794E-1
1.141368908E2,-2.573543787E-2,-1.167193986E-2,-3.008937240E-1,3.022177693E-1
1.141468138E2,-2.520511113E-2,-1.036389638E-2,-3.032532930E-1,3.044753976E-1
1.141567358E2,-2.713270672E-2,-8.503145538E-3,-3.024881780E-1,3.038216337E-1
1.141666588E2,-2.860162221E-2,-8.584166877E-3,-3.017398119E-1,3.032138763E-1
1.141765808E2,-2.471766807E-2,-7.115167566E-3,-3.027555346E-1,3.038461823E-1
1.141865038E2,-2.724743448E-2,-5.519449711E-3,-3.021142483E-1,3.033906822E-1
1.141964258E2,-2.505778335E-2,-1.176899299E-3,-3.039220273E-1,3.049555317E-1
1.142063487E2,-2.447545901E-2,-3.849184141E-4,-3.035345376E-1,3.045199694E-1
1.142162708E2,-2.140430175E-2,3.772276454E-3,-3.023124039E-1,3.030926653E-1
1.142261938E2,-1.871351711E-2,3.440688364E-3,-3.020679355E-1,3.026666016E-1
1.142361157E2,-1.672839746E-2,3.745087422E-3,-3.018916249E-1,3.023779393E-1
1.142460388E2,-1.112266630E-2,8.855686523E-3,-3.017222285E-1,3.020570146E-1
1.142559608E2,-6.554013584E-3,1.028527040E-2,-3.021645844E-1,3.024106115E-1
1.142658837E2,-2.266596304E-3,1.452184748E-2,-3.020085394E-1,3.023659693E-1
1.142758058E2,1.769158174E-3,1.419241447E-2,-2.999472320E-1,3.002880226E-1
1.142857288E2,5.680724513E-3,1.686150208E-2,-3.036796749E-1,3.042004698E-1
1.142956507E2,8.779312484E-3,2.093747258E-2,-3.009240925E-1,3.017793292E-1
1.143055738E2,1.303437445E-2,2.155707031E-2,-2.996034324E-1,3.006606375E-1
1.143154958E2,1.536757033E-2,2.387588471E-2,-3.025829792E-1,3.039122890E-1
1.143254187E2,1.570584625E-2,2.384115010E-2,-3.014540672E-1,3.028029536E-1
1.143353408E2,1.931496337E-2,2.604544908E-2,-3.000617623E-1,3.018087050E-1
1.143452638E2,1.884605363E-2,2.833203971E-2,-3.013904095E-1,3.033052211E-1
1.143551857E2,2.148737758E-2,3.001781926E-2,-3.011941314E-1,3.034479884E-1
1.143651088E2,2.103251033E-2,3.143888339E-2,-2.996391058E-1,3.020171578E-1
1.143750308E2,2.300227433E-2,2.973994985E-2,-3.021595478E-1,3.044896740E-1
1.143849537E2,2.178127132E-2,3.176330030E-2,-3.009344935E-1,3.033890249E-1
1.143948758E2,2.379115857E-2,3.277583420E-2,-3.009227514E-1,3.036359281E-1
